fichier,résultat
CdS-b1-00l9,négatif
CdS-b1-00no,positif
CdS-b1-00m9,positif
CdS-b1-00mz,neutral
CdS-b1-00n4,négatif
CdS-b1-00me,positif
CdS-b1-00mg,positif
CdS-b1-00mx,positif
CdS-b1-00ly,positif
CdS-b1-00ml,neutral
CdS-b1-00nb,positif
CdS-b1-00ms,neutral
CdS-b1-00oc,positif
CdS-b1-00o7,neutral
CdS-b1-00ov,positif
CdS-b1-00oq,positif
CdS-b1-00oj,positif
CdS-b1-00q9,négatif
CdS-b1-00qb,positif
CdS-b1-00px,positif
CdS-b1-00ps,négatif
CdS-b1-00qg,positif
CdS-b1-00qn,positif
CdS-b1-00qs,positif
CdS-b1-00r5,neutral
CdS-b1-00q4,positif
CdS-b1-00rm,positif
CdS-b1-00sc,positif
CdS-b1-00ro,neutral
CdS-b1-00rt,neutral
CdS-b1-00rh,neutral
CdS-b1-00sh,positif
CdS-b1-00sj,positif
CdS-b1-00s5,positif
CdS-b1-00s0,neutral
CdS-b1-00t3,positif
CdS-b1-00sv,positif
CdS-b1-00tf,neutral
CdS-b1-00tk,neutral
CdS-b1-00tm,positif
CdS-b1-00ty,positif
CdS-b1-00so,positif
CdS-b1-00tr,neutral
CdS-b1-00t8,neutral
CdS-b1-00uy,positif
CdS-b1-00v0,positif
CdS-b1-00ut,positif
CdS-b1-00uf,positif
CdS-b1-00um,neutral
CdS-b1-00u3,neutral
CdS-b1-00vc,positif
CdS-b1-00v5,négatif
CdS-b1-00ua,négatif
CdS-b1-00yc,négatif
CdS-b1-00yp,négatif
CdS-b1-00wc,positif
CdS-b1-00we,neutral
CdS-b1-00vv,positif
CdS-b1-00z3,neutral
CdS-b1-00vs,positif
CdS-b1-00vn,positif
CdS-b1-00w0,positif
CdS-b1-00vg,positif
CdS-b1-00zm,négatif
CdS-b1-00zr,négatif
CdS-b1-010y,neutral
CdS-b1-0110,positif
CdS-b1-010t,neutral
CdS-b1-012g,positif
CdS-b1-011i,neutral
CdS-b1-018g,positif
CdS-b1-018e,positif
CdS-b1-0189,positif
CdS-b1-019t,neutral
CdS-b1-019v,positif
CdS-b1-0199,positif
CdS-b1-01a0,neutral
CdS-b1-01ac,positif
CdS-b1-01ae,neutral
CdS-b1-019c,positif
CdS-b1-019h,neutral
CdS-b1-019o,positif
CdS-b1-01b7,neutral
CdS-b1-01b9,positif
CdS-b1-01bq,positif
CdS-b1-01be,positif
CdS-b1-01av,neutral
CdS-b1-01aq,neutral
CdS-b1-01dl,positif
CdS-b1-01d0,positif
CdS-b1-01d2,positif
CdS-b1-01cv,positif
CdS-b1-01d7,positif
CdS-b1-01de,positif
CdS-b1-01cm,neutral
CdS-b1-01ex,positif
CdS-b1-01ez,positif
CdS-b1-01ed,positif
CdS-b1-01ef,positif
CdS-b1-01e8,positif
CdS-b1-01e1,positif
CdS-b1-01f4,positif
CdS-b1-01es,positif
CdS-b1-01dq,positif
CdS-b1-01dw,positif
CdS-b1-01ek,positif
CdS-b1-01fi,négatif
CdS-b1-01fn,positif
CdS-b1-01gd,neutral
CdS-b1-01gf,neutral
CdS-b1-01fz,positif
CdS-b1-01fg,positif
CdS-b1-01g6,positif
CdS-b1-01gl,positif
CdS-b1-01fb,positif
CdS-b1-01hx,négatif
CdS-b1-01hl,positif
CdS-b1-01ie,positif
CdS-b1-01h3,positif
CdS-b1-01h8,négatif
CdS-b1-01hq,neutral
CdS-b1-01gq,neutral
CdS-b1-01gw,positif
CdS-b1-01he,neutral
CdS-b1-01i2,neutral
CdS-b1-01ix,neutral
CdS-b1-01iz,positif
CdS-b1-01is,positif
CdS-b1-01ig,positif
CdS-b1-01il,positif
CdS-b1-01lc,positif
CdS-b1-01m9,positif
CdS-b1-01o9,positif
CdS-b1-01ol,positif
CdS-b1-01oy,neutral
CdS-b1-01qn,neutral
CdS-b1-01qg,positif
CdS-b1-01q0,positif
CdS-b1-01qs,neutral
CdS-b1-01s1,positif
CdS-b1-01ru,positif
CdS-b1-01rp,positif
CdS-b1-01qu,neutral
CdS-b1-01s6,négatif
CdS-b1-01rb,neutral
CdS-b1-01rd,positif
CdS-b1-01ri,neutral
CdS-b1-01r6,négatif
CdS-b1-01t9,négatif
CdS-b1-01tb,positif
CdS-b1-01ss,négatif
CdS-b1-01sx,positif
CdS-b1-01se,neutral
CdS-b1-01sl,neutral
CdS-b1-01tg,négatif
CdS-b1-01sq,positif
CdS-b1-01tn,négatif
CdS-b1-01t4,négatif
CdS-b1-01s9,positif
CdS-b1-01v7,positif
CdS-b1-01up,positif
CdS-b1-01u4,neutral
CdS-b1-01u6,neutral
CdS-b1-01uu,négatif
CdS-b1-01ts,positif
CdS-b1-01tz,neutral
CdS-b1-01ub,positif
CdS-b1-01ui,neutral
CdS-b1-028l,négatif
CdS-b1-02a3,neutral
CdS-b1-02j0,positif
CdS-b1-02j7,positif
CdS-b1-02vt,neutral
CdS-b1-02vv,positif
CdS-b1-02vo,neutral
CdS-b1-02x5,positif
CdS-b1-02x7,positif
CdS-b1-02wo,neutral
CdS-b1-02wc,négatif
CdS-b1-02wj,positif
CdS-b1-02w0,négatif
CdS-b1-02w7,neutral
CdS-b1-02wv,positif
CdS-b1-02xj,positif
CdS-b1-02yf,positif
CdS-b1-02xw,positif
CdS-b1-02xr,positif
CdS-b1-02xc,neutral
CdS-b1-02yk,positif
CdS-b1-02xo,positif
CdS-b1-02y3,positif
CdS-b1-02y8,positif
CdS-b1-02ym,positif
CdS-b1-02yr,positif
CdS-b1-02zy,positif
CdS-b1-02zh,neutral
CdS-b1-02zt,négatif
CdS-b1-02yy,neutral
CdS-b1-02z5,neutral
CdS-b1-02zm,négatif
CdS-b1-02za,positif
CdS-b1-0319,neutral
CdS-b1-031b,positif
CdS-b1-0314,positif
CdS-b1-030h,positif
CdS-b1-030z,neutral
CdS-b1-0305,positif
CdS-b1-030n,neutral
CdS-b1-030u,négatif
CdS-b1-032b,positif
CdS-b1-031z,neutral
CdS-b1-031s,positif
CdS-b1-031n,neutral
CdS-b1-0336,positif
CdS-b1-033l,positif
CdS-b1-033e,positif
CdS-b1-0371,positif
CdS-b1-0378,positif
CdS-b1-03bn,positif
CdS-b1-03bz,neutral
CdS-b1-03h4,positif
CdS-b1-03gi,positif
CdS-b1-03gk,positif
CdS-b1-03h9,positif
CdS-b1-03gw,positif
CdS-b1-03gd,positif
CdS-b1-03ig,positif
CdS-b1-03ii,positif
CdS-b1-03iu,positif
CdS-b1-03hg,positif
CdS-b1-03in,positif
CdS-b1-03ib,positif
CdS-b1-03jx,positif
CdS-b1-03ke,positif
CdS-b1-03kg,négatif
CdS-b1-03jb,neutral
CdS-b1-03j6,négatif
CdS-b1-03jp,négatif
CdS-b1-03iz,neutral
CdS-b1-03l9,positif
CdS-b1-03kl,neutral
CdS-b1-03ln,positif
CdS-b1-03lg,positif
CdS-b1-03l4,positif
CdS-b1-03kx,négatif
CdS-b1-03ks,positif
CdS-b1-03lu,positif
CdS-b1-03qq,neutral
CdS-b1-03tc,positif
CdS-b1-03tt,neutral
CdS-b1-03v8,positif
CdS-b1-03vf,positif
CdS-b1-03uo,neutral
CdS-b1-03uv,neutral
CdS-b1-040k,négatif
CdS-b1-044v,positif
CdS-b1-0477,neutral
CdS-b1-0493,négatif
CdS-b1-04ue,positif
CdS-b1-04wh,positif
CdS-b1-04wv,positif
CdS-b1-04x2,neutral
CdS-b1-051q,neutral
CdS-b1-053t,neutral
CdS-b1-053h,positif
CdS-b1-0540,neutral
CdS-b1-055h,négatif
CdS-b1-0560,positif
CdS-b1-057x,positif
CdS-b1-059h,positif
CdS-b1-059c,négatif
CdS-b1-058y,positif
CdS-b1-059t,positif
CdS-b1-059o,positif
CdS-b1-05cf,positif
CdS-b1-05bi,positif
CdS-b1-05cr,neutral
CdS-b1-05c1,neutral
CdS-b1-05d3,positif
CdS-b1-05fb,positif
CdS-b1-05et,positif
CdS-b1-05g8,positif
CdS-b1-05in,positif
CdS-b1-05hg,positif
CdS-b1-05iz,positif
CdS-b1-05pe,neutral
CdS-b1-05p7,négatif
CdS-b1-05pq,neutral
CdS-b1-05qp,neutral
CdS-b1-05rr,négatif
CdS-b1-05u1,positif
CdS-b1-05u6,positif
CdS-b1-05wx,neutral
CdS-b1-062k,négatif
CdS-b1-0642,neutral
CdS-b1-069x,négatif
CdS-b1-069z,négatif
CdS-b1-06ag,positif
CdS-b1-06ai,positif
CdS-b1-06a6,positif
CdS-b1-06b2,neutral
CdS-b1-06b0,négatif
CdS-b1-06b7,neutral
CdS-b1-06bx,négatif
CdS-b1-06cx,positif
CdS-b1-06cz,positif
CdS-b1-06bj,négatif
CdS-b1-06bl,négatif
CdS-b1-06ce,neutral
CdS-b1-06bq,négatif
CdS-b1-06cl,neutral
CdS-b1-06c9,négatif
CdS-b1-06db,négatif
CdS-b1-06dg,positif
CdS-b1-06dj,positif
CdS-b1-080p,positif
CdS-b1-081r,positif
CdS-b1-0817,positif
CdS-b1-081y,positif
CdS-b1-082f,positif
CdS-b1-082y,positif
CdS-b1-0835,positif
CdS-b1-08c4,neutral
CdS-b1-08c5,positif
CdS-b1-08dh,neutral
CdS-b1-08eu,neutral
CdS-b1-08ew,positif
CdS-b1-08ep,négatif
CdS-b1-08fu,négatif
CdS-b1-08f1,neutral
CdS-b1-08h3,positif
CdS-b1-08h8,neutral
CdS-b1-08jg,négatif
CdS-b1-08jj,négatif
CdS-b1-003d,positif
CdS-b1-005n,positif
CdS-b1-006n,positif
CdS-b1-004p,positif
CdS-b1-005a,négatif
CdS-b1-003b,neutral
CdS-b1-00w7,positif
CdS-b1-03hs,négatif
CdS-b1-00nm,neutral
CdS-b1-00lu,positif
CdS-b1-00xg,neutral
CdS-b1-00xr,neutral
CdS-b1-00xw,neutral
CdS-b1-00xy,négatif
CdS-b1-00y3,négatif
CdS-b1-00ya,négatif
CdS-b1-00yi,négatif
CdS-b1-00yn,positif
CdS-b1-00yu,négatif
CdS-b1-00z1,positif
CdS-b1-00z6,positif
CdS-b1-00zd,négatif
CdS-b1-00zi,négatif
CdS-b1-00zu,positif
CdS-b1-00zw,négatif
CdS-b1-0101,négatif
CdS-b1-010d,positif
CdS-b1-010f,négatif
CdS-b1-010k,positif
CdS-b1-010r,négatif
CdS-b1-010w,négatif
CdS-b1-0118,négatif
CdS-b1-011b,négatif
CdS-b1-00x6,négatif
CdS-b1-019r,positif
CdS-b1-011s,négatif
CdS-b1-01vh,négatif
CdS-b1-0296,négatif
CdS-b1-05ss,neutral
CdS-b1-05sz,positif
CdS-b1-06bc,positif
CdS-b1-08jn,neutral
CdS-b1-08jp,neutral
CdS-b1-000s,positif
CdS-b1-000u,positif
CdS-b1-000n,positif
CdS-b1-001u,positif
CdS-b1-0021,positif
CdS-b1-001n,neutral
CdS-b1-000z,positif
CdS-b1-0026,positif
CdS-b1-0016,positif
CdS-b1-001i,neutral
CdS-b1-001b,positif
CdS-b1-002s,positif
CdS-b1-0028,positif
CdS-b1-0034,négatif
CdS-b1-002d,neutral
CdS-b1-003g,positif
CdS-b1-004b,positif
CdS-b1-004i,positif
CdS-b1-0046,positif
CdS-b1-0051,négatif
CdS-b1-005d,positif
CdS-b1-005i,négatif
CdS-b1-005x,neutral
CdS-b1-004u,positif
CdS-b1-0056,positif
CdS-b1-006x,positif
CdS-b1-006z,négatif
CdS-b1-0074,négatif
CdS-b1-006s,positif
CdS-b1-007i,positif
CdS-b1-006l,négatif
CdS-b1-007u,positif
CdS-b1-007n,neutral
CdS-b1-007b,neutral
CdS-b1-008v,négatif
CdS-b1-008x,négatif
CdS-b1-008j,positif
CdS-b1-008q,positif
CdS-b1-0086,positif
CdS-b1-0099,négatif
CdS-b1-007z,positif
CdS-b1-008e,négatif
CdS-b1-008b,positif
CdS-b1-0092,négatif
CdS-b1-00dg,positif
CdS-b1-00dn,neutral
CdS-b1-00dq,positif
CdS-b1-00dr,positif
CdS-b1-009s,négatif
CdS-b1-009g,positif
CdS-b1-009l,positif
CdS-b1-00e5,neutral
CdS-b1-009e,négatif
CdS-b1-00e1,positif
CdS-b1-009x,négatif
CdS-b1-00dv,neutral
CdS-b1-00ec,négatif
CdS-b1-00eg,positif
CdS-b1-00f0,positif
CdS-b1-00e7,positif
CdS-b1-00fh,négatif
CdS-b1-00el,neutral
CdS-b1-00ev,positif
CdS-b1-00ew,positif
CdS-b1-00g0,positif
CdS-b1-00gq,positif
CdS-b1-00g7,positif
CdS-b1-00fs,positif
CdS-b1-00go,positif
CdS-b1-00gc,positif
CdS-b1-00fv,positif
CdS-b1-00gj,positif
CdS-b1-00fn,positif
CdS-b1-00h6,positif
CdS-b1-00h8,positif
CdS-b1-00hj,positif
CdS-b1-00ho,négatif
CdS-b1-00hd,neutral
CdS-b1-00hv,positif
CdS-b1-00h1,neutral
CdS-b1-00i7,positif
CdS-b1-00i0,positif
CdS-b1-00i2,positif
CdS-b1-00gv,positif
CdS-b1-00ii,positif
CdS-b1-00il,positif
CdS-b1-00jn,positif
CdS-b1-00jq,négatif
CdS-b1-00iv,neutral
CdS-b1-00j0,positif
CdS-b1-00io,positif
CdS-b1-00jc,positif
CdS-b1-00j2,neutral
CdS-b1-00j6,positif
CdS-b1-00id,positif
CdS-b1-00jh,neutral
CdS-b1-00lc,positif
CdS-b1-00kp,négatif
CdS-b1-00k6,neutral
CdS-b1-00l7,neutral
CdS-b1-00k1,neutral
CdS-b1-00k9,positif
CdS-b1-00ju,neutral
CdS-b1-00kj,positif
CdS-b1-00lw,positif
CdS-b1-00m1,positif
CdS-b1-00li,positif
CdS-b1-00le,positif
CdS-b1-00lp,positif
CdS-b1-00mj,neutral
CdS-b1-00mq,neutral
CdS-b1-00mo,positif
CdS-b1-00mc,positif
CdS-b1-00n7,neutral
CdS-b1-00ne,positif
CdS-b1-00nr,positif
CdS-b1-00nt,positif
CdS-b1-00oa,positif
CdS-b1-00mv,neutral
CdS-b1-00ny,positif
CdS-b1-00om,positif
CdS-b1-00n2,positif
CdS-b1-00q2,neutral
CdS-b1-00q7,positif
CdS-b1-00qe,positif
CdS-b1-00p0,neutral
CdS-b1-00q0,positif
CdS-b1-00oo,neutral
CdS-b1-00ot,neutral
CdS-b1-00r8,positif
CdS-b1-00rd,positif
CdS-b1-00ql,neutral
CdS-b1-00rk,positif
CdS-b1-00rf,négatif
CdS-b1-00rw,positif
CdS-b1-00rr,positif
CdS-b1-00sr,positif
CdS-b1-00st,neutral
CdS-b1-00ry,positif
CdS-b1-00tb,neutral
CdS-b1-00td,négatif
CdS-b1-00sy,positif
CdS-b1-00s3,positif
CdS-b1-00t6,neutral
CdS-b1-00sf,positif
CdS-b1-00sm,neutral
CdS-b1-00ti,neutral
CdS-b1-00up,neutral
CdS-b1-00uk,positif
CdS-b1-00tp,neutral
CdS-b1-00uw,positif
CdS-b1-00u1,positif
CdS-b1-00ud,positif
CdS-b1-00tw,neutral
CdS-b1-00tu,positif
CdS-b1-00u8,positif
CdS-b1-00vq,positif
CdS-b1-00vt,positif
CdS-b1-00wh,positif
CdS-b1-00xl,négatif
CdS-b1-00v8,positif
CdS-b1-00va,positif
CdS-b1-00vy,positif
CdS-b1-00v3,positif
CdS-b1-00w5,positif
CdS-b1-00vl,neutral
CdS-b1-011g,neutral
CdS-b1-00zp,positif
CdS-b1-00yz,négatif
CdS-b1-00yf,négatif
CdS-b1-0108,neutral
CdS-b1-012l,positif
CdS-b1-0192,neutral
CdS-b1-0197,positif
CdS-b1-018o,positif
CdS-b1-019f,neutral
CdS-b1-018c,positif
CdS-b1-01ah,négatif
CdS-b1-01am,positif
CdS-b1-01b5,positif
CdS-b1-01at,neutral
CdS-b1-01a3,neutral
CdS-b1-01a5,positif
CdS-b1-01bh,neutral
CdS-b1-01bj,neutral
CdS-b1-01ao,neutral
CdS-b1-01bc,négatif
CdS-b1-01aa,positif
CdS-b1-01b0,positif
CdS-b1-01ci,positif
CdS-b1-01ck,positif
CdS-b1-01d5,positif
CdS-b1-01bo,positif
CdS-b1-01cy,positif
CdS-b1-01cp,positif
CdS-b1-01en,positif
CdS-b1-01eq,positif
CdS-b1-01da,positif
CdS-b1-01dc,positif
CdS-b1-01do,positif
CdS-b1-01dh,positif
CdS-b1-01eb,positif
CdS-b1-01ei,positif
CdS-b1-01dz,positif
CdS-b1-01e6,positif
CdS-b1-01du,positif
CdS-b1-01f7,positif
CdS-b1-01f9,positif
CdS-b1-01f2,positif
CdS-b1-01fs,positif
CdS-b1-01g9,positif
CdS-b1-01fe,positif
CdS-b1-01fq,positif
CdS-b1-01ev,positif
CdS-b1-01g4,neutral
CdS-b1-01gh,positif
CdS-b1-01ht,positif
CdS-b1-01gz,positif
CdS-b1-01h1,positif
CdS-b1-01hv,neutral
CdS-b1-01go,neutral
CdS-b1-01gu,neutral
CdS-b1-01h6,neutral
CdS-b1-01hh,négatif
CdS-b1-01hc,neutral
CdS-b1-01ge,neutral
CdS-b1-01ic,neutral
CdS-b1-01j2,neutral
CdS-b1-01iv,neutral
CdS-b1-01ij,neutral
CdS-b1-01i0,positif
CdS-b1-01iq,négatif
CdS-b1-01io,positif
CdS-b1-01i7,neutral
CdS-b1-01ky,positif
CdS-b1-01qq,positif
CdS-b1-01qe,neutral
CdS-b1-01ql,neutral
CdS-b1-01qx,neutral
CdS-b1-01r2,positif
CdS-b1-01r4,positif
CdS-b1-01r9,négatif
CdS-b1-01rn,positif
CdS-b1-01s7,positif
CdS-b1-01sj,positif
CdS-b1-01rs,positif
CdS-b1-01rl,positif
CdS-b1-01sc,négatif
CdS-b1-01rg,positif
CdS-b1-01t0,neutral
CdS-b1-01t2,négatif
CdS-b1-01tx,neutral
CdS-b1-01sv,négatif
CdS-b1-01tl,négatif
CdS-b1-01te,neutral
CdS-b1-01tj,positif
CdS-b1-01t7,négatif
CdS-b1-01tq,positif
CdS-b1-01ux,positif
CdS-b1-01vc,négatif
CdS-b1-01ue,neutral
CdS-b1-01ug,neutral
CdS-b1-01v5,neutral
CdS-b1-01ul,négatif
CdS-b1-01us,neutral
CdS-b1-01u9,négatif
CdS-b1-01u2,neutral
CdS-b1-01vj,positif
CdS-b1-027m,positif
CdS-b1-028o,neutral
CdS-b1-0294,neutral
CdS-b1-02ga,neutral
CdS-b1-02if,positif
CdS-b1-02iy,positif
CdS-b1-02vm,positif
CdS-b1-02vy,neutral
CdS-b1-02vr,positif
CdS-b1-02w3,neutral
CdS-b1-02w5,neutral
CdS-b1-02wa,neutral
CdS-b1-02wy,négatif
CdS-b1-02x0,positif
CdS-b1-02xf,positif
CdS-b1-02xh,positif
CdS-b1-02wm,négatif
CdS-b1-02wt,neutral
CdS-b1-02wh,neutral
CdS-b1-02xa,neutral
CdS-b1-02xm,positif
CdS-b1-02xu,neutral
CdS-b1-02y6,positif
CdS-b1-02yi,positif
CdS-b1-02y1,positif
CdS-b1-02yd,positif
CdS-b1-02xz,positif
CdS-b1-02yp,neutral
CdS-b1-02z1,neutral
CdS-b1-0308,positif
CdS-b1-030a,positif
CdS-b1-02zf,négatif
CdS-b1-030f,positif
CdS-b1-02z8,positif
CdS-b1-030l,positif
CdS-b1-02zw,positif
CdS-b1-0303,positif
CdS-b1-0311,positif
CdS-b1-0312,positif
CdS-b1-031x,négatif
CdS-b1-0322,négatif
CdS-b1-0329,positif
CdS-b1-030x,positif
CdS-b1-030q,neutral
CdS-b1-031e,positif
CdS-b1-0317,positif
CdS-b1-031q,positif
CdS-b1-032g,positif
CdS-b1-033c,neutral
CdS-b1-032e,positif
CdS-b1-0347,neutral
CdS-b1-0364,positif
CdS-b1-03ab,neutral
CdS-b1-03bx,positif
CdS-b1-03ex,neutral
CdS-b1-03gb,neutral
CdS-b1-03gs,positif
CdS-b1-03gn,neutral
CdS-b1-03gu,neutral
CdS-b1-03gg,positif
CdS-b1-03h7,neutral
CdS-b1-03gz,positif
CdS-b1-03is,positif
CdS-b1-03he,neutral
CdS-b1-03i7,négatif
CdS-b1-03ie,neutral
CdS-b1-03iq,positif
CdS-b1-03i9,négatif
CdS-b1-03hq,négatif
CdS-b1-03jn,positif
CdS-b1-03k0,positif
CdS-b1-03j4,positif
CdS-b1-03ix,positif
CdS-b1-03jl,positif
CdS-b1-03jg,négatif
CdS-b1-03j9,positif
CdS-b1-03kv,positif
CdS-b1-03ko,neutral
CdS-b1-03kq,positif
CdS-b1-03le,positif
CdS-b1-03l2,positif
CdS-b1-03l7,positif
CdS-b1-03k7,positif
CdS-b1-03lj,neutral
CdS-b1-03kc,négatif
CdS-b1-03ll,positif
CdS-b1-03lq,positif
CdS-b1-03re,positif
CdS-b1-03s8,positif
CdS-b1-03ua,neutral
CdS-b1-03u3,neutral
CdS-b1-03yi,neutral
CdS-b1-043k,positif
CdS-b1-0437,positif
CdS-b1-0455,positif
CdS-b1-0468,positif
CdS-b1-046k,négatif
CdS-b1-047m,négatif
CdS-b1-04du,neutral
CdS-b1-04f9,positif
CdS-b1-04mc,positif
CdS-b1-04oj,négatif
CdS-b1-04o3,neutral
CdS-b1-04x5,négatif
CdS-b1-04xa,positif
CdS-b1-051m,positif
CdS-b1-053k,neutral
CdS-b1-053y,positif
CdS-b1-055y,négatif
CdS-b1-057v,positif
CdS-b1-0582,positif
CdS-b1-059f,neutral
CdS-b1-05ah,positif
CdS-b1-05aa,neutral
CdS-b1-05bg,neutral
CdS-b1-05f3,positif
CdS-b1-05f4,positif
CdS-b1-05er,positif
CdS-b1-05gg,positif
CdS-b1-05gn,positif
CdS-b1-05ie,négatif
CdS-b1-05j4,positif
CdS-b1-05jt,positif
CdS-b1-05jo,neutral
CdS-b1-05k7,neutral
CdS-b1-05kj,positif
CdS-b1-05m9,positif
CdS-b1-05p2,négatif
CdS-b1-05r1,positif
CdS-b1-05r6,neutral
CdS-b1-05q4,positif
CdS-b1-05qu,positif
CdS-b1-05sl,neutral
CdS-b1-06at,positif
CdS-b1-06aa,positif
CdS-b1-06ba,négatif
CdS-b1-06bo,positif
CdS-b1-06al,positif
CdS-b1-06af,positif
CdS-b1-06bh,positif
CdS-b1-06bt,négatif
CdS-b1-06co,positif
CdS-b1-06cq,positif
CdS-b1-06cj,négatif
CdS-b1-06c0,positif
CdS-b1-06c7,positif
CdS-b1-06cv,positif
CdS-b1-06cc,négatif
CdS-b1-06dr,positif
CdS-b1-06d9,neutral
CdS-b1-06de,positif
CdS-b1-06lp,positif
CdS-b1-06ne,positif
CdS-b1-0809,positif
CdS-b1-080b,positif
CdS-b1-080n,positif
CdS-b1-081a,positif
CdS-b1-081n,positif
CdS-b1-081p,positif
CdS-b1-0821,positif
CdS-b1-082d,positif
CdS-b1-0831,positif
CdS-b1-0833,positif
CdS-b1-08cw,positif
CdS-b1-08dq,négatif
CdS-b1-08df,positif
CdS-b1-08fl,positif
CdS-b1-08f7,négatif
CdS-b1-08ez,positif
CdS-b1-08f4,positif
CdS-b1-08fz,neutral
CdS-b1-08gz,positif
CdS-b1-08hv,positif
CdS-b1-08je,négatif
CdS-b1-08jt,neutral
CdS-b1-0062,positif
CdS-b1-0064,positif
CdS-b1-002k,négatif
CdS-b1-0039,négatif
CdS-b1-002p,positif
CdS-b1-004z,négatif
CdS-b1-005q,positif
CdS-b1-002x,positif
CdS-b1-005l,négatif
CdS-b1-0069,positif
CdS-b1-006g,négatif
CdS-b1-0031,négatif
CdS-b1-00jp,neutral
CdS-b1-00k5,neutral
CdS-b1-00kd,positif
CdS-b1-00n6,neutral
CdS-b1-00nl,positif
CdS-b1-00xk,négatif
CdS-b1-00xq,neutral
CdS-b1-00xv,neutral
CdS-b1-00xx,positif
CdS-b1-00y2,neutral
CdS-b1-00y9,négatif
CdS-b1-00ye,négatif
CdS-b1-00yh,neutral
CdS-b1-00ym,négatif
CdS-b1-00yt,neutral
CdS-b1-00yy,négatif
CdS-b1-00z5,négatif
CdS-b1-00za,négatif
CdS-b1-00zc,négatif
CdS-b1-00zh,négatif
CdS-b1-00zt,neutral
CdS-b1-00zv,positif
CdS-b1-0100,négatif
CdS-b1-0107,négatif
CdS-b1-00vi,négatif
CdS-b1-00xd,négatif
CdS-b1-00xf,négatif
CdS-b1-010c,neutral
CdS-b1-010j,positif
CdS-b1-010o,négatif
CdS-b1-010q,négatif
CdS-b1-010v,négatif
CdS-b1-0112,neutral
CdS-b1-0117,négatif
CdS-b1-011a,neutral
CdS-b1-011m,positif
CdS-b1-011r,négatif
CdS-b1-018i,négatif
CdS-b1-039k,neutral
CdS-b1-05tm,neutral
CdS-b1-06n9,positif
CdS-b1-08jo,neutral
CdS-b1-000m,neutral
CdS-b1-000y,neutral
CdS-b1-001a,positif
CdS-b1-001o,positif
CdS-b1-0020,neutral
CdS-b1-0013,positif
CdS-b1-001t,positif
CdS-b1-0025,positif
CdS-b1-001m,positif
CdS-b1-001h,neutral
CdS-b1-0015,neutral
CdS-b1-003m,positif
CdS-b1-0033,négatif
CdS-b1-0038,neutral
CdS-b1-002j,positif
CdS-b1-002c,négatif
CdS-b1-002o,négatif
CdS-b1-004y,positif
CdS-b1-0050,positif
CdS-b1-004m,positif
CdS-b1-004t,négatif
CdS-b1-004a,négatif
CdS-b1-003y,neutral
CdS-b1-003r,positif
CdS-b1-006f,positif
CdS-b1-005w,positif
CdS-b1-005h,négatif
CdS-b1-005p,positif
CdS-b1-0061,positif
CdS-b1-0055,positif
CdS-b1-0073,positif
CdS-b1-007r,positif
CdS-b1-007t,positif
CdS-b1-006k,négatif
CdS-b1-007y,négatif
CdS-b1-006r,positif
CdS-b1-006y,positif
CdS-b1-007f,positif
CdS-b1-007m,négatif
CdS-b1-008u,positif
CdS-b1-008w,positif
CdS-b1-008d,positif
CdS-b1-008i,négatif
CdS-b1-0085,positif
CdS-b1-008p,négatif
CdS-b1-0098,positif
CdS-b1-009k,positif
CdS-b1-009d,négatif
CdS-b1-008a,négatif
CdS-b1-0091,positif
CdS-b1-00eb,positif
CdS-b1-00ee,neutral
CdS-b1-00ef,neutral
CdS-b1-00eq,neutral
CdS-b1-00eu,négatif
CdS-b1-009r,négatif
CdS-b1-009w,négatif
CdS-b1-00dm,positif
CdS-b1-00dp,positif
CdS-b1-00a3,positif
CdS-b1-00df,négatif
CdS-b1-009p,négatif
CdS-b1-00ek,positif
CdS-b1-00du,positif
CdS-b1-00e4,positif
CdS-b1-00g4,positif
CdS-b1-00g6,positif
CdS-b1-00fk,positif
CdS-b1-00fm,positif
CdS-b1-00gb,positif
CdS-b1-00ez,neutral
CdS-b1-00f6,positif
CdS-b1-00fr,positif
CdS-b1-00fa,négatif
CdS-b1-00fg,positif
CdS-b1-00fz,positif
CdS-b1-00gn,positif
CdS-b1-00gp,positif
CdS-b1-00gi,positif
CdS-b1-00gu,positif
CdS-b1-00hi,neutral
CdS-b1-00hu,positif
CdS-b1-00hn,neutral
CdS-b1-00h0,positif
CdS-b1-00hc,neutral
CdS-b1-00h5,neutral
CdS-b1-00iz,neutral
CdS-b1-00hz,négatif
CdS-b1-00i1,positif
CdS-b1-00jb,positif
CdS-b1-00ik,neutral
CdS-b1-00ih,positif
CdS-b1-00ic,positif
CdS-b1-00i6,négatif
CdS-b1-00jg,neutral
CdS-b1-00iu,neutral
CdS-b1-00kt,positif
CdS-b1-00kf,positif
CdS-b1-00jt,neutral
CdS-b1-00lb,positif
CdS-b1-00l6,positif
CdS-b1-00k0,neutral
CdS-b1-00ko,positif
CdS-b1-00lo,positif
CdS-b1-00ld,positif
CdS-b1-00lh,neutral
CdS-b1-00lt,positif
CdS-b1-00mn,positif
CdS-b1-00m0,positif
CdS-b1-00mp,neutral
CdS-b1-00mi,positif
CdS-b1-00mb,neutral
CdS-b1-00nq,positif
CdS-b1-00ni,positif
CdS-b1-00nx,positif
CdS-b1-00o2,neutral
CdS-b1-00nd,positif
